id	rate
05103	5.6
05105	4.4
05107	5.5
05109	3.8
05111	4.1
05113	4.7
05115	4.7
05117	3.7
05119	3.5
05121	4.6
05123	5.0
05125	3.0
05127	3.7
05129	4.3
05131	3.5
05133	4.8
05135	5.2
05137	4.8
05139	5.6
05141	6.4
05143	2.6
05145	4.8
05147	5.3
05149	4.4
06001	4.6
06003	7.3
06005	5.7
06007	6.6
06009	5.7
06011	10.0
06013	4.7
06015	7.3
06017	5.1
06019	8.7
06021	7.9
06023	5.1
06025	26.4
06027	4.9
06029	9.7
06031	8.9
06033	6.3
06035	6.1
06037	5.3
06039	8.2
06041	3.5
06043	5.4
06045	5.0
06047	9.2
06049	6.6
06051	5.2
06053	5.6
06055	4.0
06057	4.8
06059	4.3
06061	4.7
06063	7.1
06065	6.9
06067	5.7
06069	6.2
06071	6.2
06073	5.0
06075	3.5
06077	7.7
06079	4.5
06081	3.2
06083	4.8
06085	4.0
06087	5.7
06089	6.8
06091	6.6
06093	7.1
06095	5.7
06097	4.1
06099	7.9
06101	7.9
06103	7.4
06105	5.9
06107	10.6
06109	6.1
06111	5.7
06113	5.5
06115	8.0
08001	3.6
08003	4.3
08005	3.2
08007	3.1
08009	1.8
08011	3.1
08013	2.9
08014	3.1
08015	2.4
08017	2.7
08019	3.3
08021	4.9
08023	4.8
08025	3.6
08027	3.0
08029	4.7
08031	3.2
08033	4.1
08035	2.8
08037	2.5
08039	2.6
08041	3.9
08043	5.1
08045	3.3
08047	2.6
08049	2.3
08051	2.1
08053	2.0
08055	6.2
08057	2.3
08059	3.1
08061	2.1
08063	1.8
08065	2.6
08067	2.9
08069	2.9
08071	5.0
08073	2.5
08075	3.3
08077	5.3
08079	1.7
08081	3.6
08083	4.5
08085	3.9
08087	3.5
08089	4.6
08091	3.2
08093	2.7
08095	2.3
08097	2.7
08099	3.5
08101	4.9
08103	5.1
08105	5.1
08107	2.6
08109	5.9
08111	2.4
08113	2.4
08115	2.2
08117	2.1
08119	3.7
08121	2.1
08123	3.5
08125	2.2
09001	5.2
09003	6.0
09005	4.8
09007	4.8
09009	6.1
09011	5.4
09013	4.8
09015	5.8
10001	5.1
10003	4.5
10005	3.7
11001	6.5
12001	4.4
12003	4.7
12005	4.6
12007	4.2
12009	5.2
12011	4.6
12013	5.9
12015	5.3
12017	6.8
12019	4.4
12021	5.3
12023	4.8
12027	6.1
12029	5.3
12031	5.1
12033	5.0
12035	5.4
12037	4.1
12039	6.3
12041	5.1
12043	6.9
12045	4.3
12047	4.4
12049	7.2
12051	11.5
12053	6.0
12055	6.9
12057	4.5
12059	5.6
12061	6.6
12063	5.4
12065	5.3
12067	3.8
12069	4.7
12071	4.7
12073	4.7
12075	5.2
12077	5.4
12079	5.3
12081	4.6
12083	5.9
12085	5.0
12086	5.6
12087	3.1
12089	4.6
12091	3.9
12093	5.8
12095	4.3
12097	5.0
12099	5.1
12101	5.1
12103	4.3
12105	5.8
12107	6.0
12109	3.6
12111	6.0
12113	4.6
12115	4.5
12117	4.2
12119	6.7
12121	5.1
12123	5.5
12125	4.6
12127	5.0
12129	4.1
12131	4.1
12133	5.0
13001	6.9
13003	4.6
13005	5.2
13007	8.3
13009	7.2
13011	4.8
13013	4.6
13015	5.0
13017	8.1
13019	6.1
13021	5.7
13023	7.6
13025	6.6
13027	4.8
13029	4.8
13031	5.6
13033	7.5
13035	5.2
13037	6.0
13039	5.7
13043	4.7
13045	5.9
13047	4.8
13049	5.8
13051	5.0
13053	8.6
13055	6.1
13057	4.1
13059	5.4
13061	9.6
13063	6.4
13065	6.0
13067	4.4
13069	5.6
13071	5.3
13073	4.8
13075	5.2
13077	4.9
13079	5.5
13081	5.9
13083	5.1
13085	4.5
13087	6.5
13089	5.2
13091	7.0
13093	5.5
13095	6.8
13097	5.3
13099	6.7
13101	4.5
13103	4.7
13105	6.2
13107	7.4
13109	4.8
13111	5.0
13113	4.7
13115	5.9
13117	4.1
13119	5.5
13121	5.2
13123	5.4
13125	6.3
13127	5.0
13129	5.3
13131	5.4
13133	5.9
13135	4.6
13137	5.0
13139	4.4
13141	8.9
13143	5.6
13145	4.7
13147	5.3
13149	5.8
13151	5.4
13153	5.3
13155	7.3
13157	4.1
13159	4.7
13161	6.3
13163	7.0
13165	7.1
13167	6.0
13169	4.6
13171	6.4
13173	5.3
13175	6.4
13177	4.8
13179	5.7
13181	5.7
13183	5.6
13185	5.2
13187	5.0
13189	7.2
13191	5.5
13193	7.6
13195	4.7
13197	6.9
13199	6.8
13201	5.5
13205	6.3
13207	4.9
13209	7.1
13211	4.8
13213	6.6
13215	6.6
13217	5.8
13219	4.0
13221	4.5
13223	4.5
13225	6.4
13227	4.8
13229	5.3
13231	5.1
13233	5.7
13235	5.6
13237	6.8
13239	7.7
13241	5.4
13243	8.6
13245	6.5
13247	5.5
13249	6.4
13251	6.9
13253	7.5
13255	6.5
13257	5.9
13259	5.8
13261	7.4
13263	6.6
13265	6.6
13267	5.4
13269	7.0
13271	7.7
13273	6.0
13275	6.3
13277	5.6
13279	7.3
13281	6.3
13283	7.3
13285	5.0
13287	6.4
13289	8.2
13291	4.5
13293	6.2
13295	5.3
13297	4.7
13299	5.4
13301	7.0
13303	6.3
13305	6.6
13307	8.6
13309	8.5
13311	4.4
13313	5.7
13315	6.8
13317	6.7
13319	6.0
13321	5.8
15001	4.1
15003	3.0
15007	3.4
15009	3.4
16001	3.5
16003	4.9
16005	3.6
16007	3.4
16009	4.6
16011	3.7
16013	2.8
16015	4.9
16017	4.3
16019	3.2
16021	4.1
16023	3.7
16025	2.6
16027	4.4
16029	3.2
16031	2.9
16033	3.3
16035	5.9
16037	4.1
16039	4.2
16041	2.9
16043	3.2
16045	4.3
16047	3.0
16049	4.8
16051	3.1
16053	2.8
16055	4.0
16057	3.2
16059	4.8
16061	6.9
16063	3.6
16065	2.9
16067	3.1
16069	3.1
16071	3.1
16073	3.7
16075	4.1
16077	4.2
16079	5.9
16081	2.0
16083	3.4
16085	4.2
16087	5.3
17001	4.7
17003	9.5
17005	4.7
17007	5.8
17009	3.2
17011	5.8
17013	5.7
17015	4.8
17017	4.8
17019	5.0
17021	5.8
17023	5.5
17025	6.4
17027	4.1
17029	6.0
17031	5.7
17033	5.6
17035	5.0
17037	5.0
17039	5.6
17041	4.6
17043	4.4
17045	6.1
17047	5.2
17049	4.5
17051	6.0
17053	5.3
17055	8.0
17057	6.9
17059	7.6
17061	5.3
17063	5.9
17065	6.1
17067	6.9
17069	8.1
17071	5.8
17073	5.4
17075	4.9
17077	5.5
17079	6.2
17081	6.5
17083	5.5
17085	4.4
17087	8.3
17089	5.1
17091	6.1
17093	4.7
17095	5.6
17097	4.8
17099	6.2
17101	7.6
17103	4.8
17105	5.2
17107	5.1
17109	6.8
17111	4.6
17113	5.1
17115	6.6
17117	5.5
17119	6.0
17121	6.2
17123	5.9
17125	7.1
17127	7.4
17129	3.9
17131	5.3
17133	3.9
17135	6.3
17137	4.6
17139	4.5
17141	5.3
17143	6.6
17145	6.9
17147	4.8
17149	4.4
17151	6.8
17153	8.6
17155	5.2
17157	4.8
17159	5.8
17161	6.0
17163	6.2
17165	8.1
17167	4.6
17169	4.9
17171	4.3
17173	5.6
17175	6.7
17177	5.6
17179	6.0
17181	7.1
17183	7.1
17185	6.5
17187	5.2
17189	3.8
17191	8.4
17193	6.2
17195	5.8
17197	5.4
17199	6.2
17201	6.4
17203	4.9
18001	3.8
18003	4.3
18005	3.6
18007	4.3
18009	5.7
18011	3.6
18013	3.8
18015	4.4
18017	4.7
18019	4.4
18021	5.0
18023	4.0
18025	5.6
18027	3.6
18029	4.7
18031	3.6
18033	4.2
18035	5.5
18037	3.3
18039	4.0
18041	5.9
18043	4.4
18045	5.9
18047	4.2
18049	4.8
18051	3.8
18053	5.1
18055	6.6
18057	3.4
18059	4.0
18061	4.4
18063	3.6
18065	4.7
18067	4.8
18069	4.2
18071	4.0
18073	5.1
18075	4.7
18077	5.0
18079	4.8
18081	3.8
18083	4.5
18085	4.0
18087	3.7
18089	6.6
18091	6.0
18093	5.6
18095	4.9
18097	4.7
18099	3.9
18101	4.1
18103	4.8
18105	5.1
18107	4.1
18109	4.2
18111	5.3
18113	4.2
18115	4.9
18117	5.2
18119	5.4
18121	5.1
18123	4.9
18125	4.6
18127	5.3
18129	4.3
18131	4.6
18133	4.5
18135	4.5
18137	4.5
18139	4.0
18141	5.0
18143	4.9
18145	4.0
18147	4.2
18149	5.2
18151	3.8
18153	6.1
18155	5.3
18157	4.3
18159	3.8
18161	4.2
18163	4.4
18165	6.5
18167	5.7
18169	4.5
18171	5.0
18173	4.4
18175	4.6
18177	4.9
18179	3.6
18181	3.9
18183	4.0
19001	3.4
19003	2.9
19005	4.9
19007	5.7
19009	3.7
19011	4.0
19013	5.8
19015	3.4
19017	4.2
19019	4.6
19021	4.4
19023	4.5
19025	4.7
19027	3.1
19029	3.0
19031	3.8
19033	4.4
19035	4.1
19037	4.6
19039	3.4
19041	4.1
19043	4.2
19045	6.1
19047	5.2
19049	3.2
19051	5.3
19053	3.5
19055	3.7
19057	5.9
19059	3.5
19061	4.0
19063	4.2
19065	5.0
19067	3.9
19069	3.8
19071	4.1
19073	4.3
19075	3.7
19077	3.6
19079	4.0
19081	3.0
19083	4.2
19085	3.7
19087	4.4
19089	3.6
19091	3.2
19093	2.8
19095	3.2
19097	4.5
19099	4.0
19101	4.6
19103	3.2
19105	4.4
19107	5.1
19109	3.0
19111	8.1
19113	4.3
19115	4.5
19117	3.8
19119	2.3
19121	3.7
19123	4.3
19125	3.4
19127	4.9
19129	4.0
19131	3.0
19133	4.6
19135	5.4
19137	4.2
19139	4.4
19141	3.0
19143	3.1
19145	6.4
19147	3.9
19149	2.9
19151	3.4
19153	4.1
19155	3.8
19157	4.0
19159	3.7
19161	3.0
19163	5.4
19165	3.2
19167	2.4
19169	2.9
19171	4.2
19173	3.9
19175	4.4
19177	4.9
19179	7.4
19181	3.8
19183	3.5
19185	4.6
19187	4.7
19189	4.1
19191	3.6
19193	4.2
19195	3.5
19197	4.5
20001	6.9
20003	4.6
20005	7.4
20007	4.4
20009	5.0
20011	5.7
20013	4.2
20015	4.6
20017	4.6
20019	5.9
20021	5.2
20023	3.3
20025	3.0
20027	4.8
20029	5.1
20031	8.2
20033	3.2
20035	5.1
20037	5.4
20039	4.7
20041	4.7
20043	4.7
20045	4.1
20047	3.3
20049	6.8
20051	3.4
20053	4.3
20055	3.5
20057	3.6
20059	4.8
20061	6.4
20063	3.0
20065	5.0
20067	3.9
20069	2.6
20071	2.7
20073	5.7
20075	3.2
20077	4.0
20079	6.3
20081	2.8
20083	2.7
20085	4.0
20087	4.1
20089	4.5
20091	3.7
20093	3.7
20095	4.8
20097	3.5
20099	6.2
20101	3.9
20103	4.5
20105	4.0
20107	7.0
20109	3.2
20111	4.3
20113	3.9
20115	5.9
20117	3.6
20119	2.9
20121	4.3
20123	3.1
20125	6.9
20127	4.3
20129	4.6
20131	3.0
20133	8.1
20135	4.1
20137	2.9
20139	4.6
20141	4.1
20143	4.5
20145	3.6
20147	3.6
20149	4.1
20151	5.0
20153	2.6
20155	5.2
20157	3.2
20159	4.8
20161	3.7
20163	5.5
20165	4.7
20167	4.6
20169	4.0
20171	2.7
20173	5.2
20175	4.9
20177	4.5
20179	2.9
20181	3.8
20183	3.7
20185	5.0
20187	3.3
20189	4.7
20191	4.9
20193	3.2
20195	4.2
20197	3.8
20199	3.3
20201	3.9
20203	2.6
20205	6.9
20207	6.9
20209	6.1
21001	6.1
21003	3.9
21005	3.6
21007	9.0
21009	4.3
21011	6.5
21013	8.3
21015	3.5
21017	4.6
21019	8.3
21021	4.5
21023	5.4
21025	8.3
21027	5.7
21029	3.8
21031	4.8
21033	5.0
21035	4.1
21037	3.5
21039	6.8
21041	5.0
21043	10.6
21045	4.4
21047	6.0
21049	4.5
21051	9.7
21053	6.4
21055	5.2
21057	4.6
21059	4.0
21061	5.4
21063	11.7
21065	5.2
21067	3.3
21069	5.5
21071	10.4
21073	3.6
21075	6.6
21077	4.4
21079	4.3
21081	4.2
21083	6.4
21085	6.2
21087	4.0
21089	8.8
21091	4.7
21093	4.1
21095	11.6
21097	4.4
21099	4.4
21101	4.5
21103	3.9
21105	5.1
21107	5.5
21109	6.9
21111	4.2
21113	3.6
21115	9.2
21117	3.8
21119	10.5
21121	7.5
21123	3.9
21125	5.8
21127	10.6
21129	8.3
21131	13.2
21133	11.8
21135	8.4
21137	5.6
21139	6.7
21141	4.2
21143	5.6
21145	5.7
21147	7.3
21149	4.5
21151	3.8
21153	16.3
21155	4.3
21157	5.5
21159	9.0
21161	6.0
21163	4.7
21165	7.1
21167	4.4
21169	3.8
21171	3.6
21173	6.0
21175	6.8
21177	6.7
21179	4.3
21181	4.9
21183	6.3
21185	3.1
21187	3.8
21189	8.7
21191	4.3
21193	10.4
21195	10.3
21197	6.9
21199	5.0
21201	6.1
21203	5.3
21205	5.3
21207	7.6
21209	3.6
21211	3.3
21213	4.2
21215	3.5
21217	4.8
21219	3.9
21221	5.0
21223	5.4
21225	6.4
21227	3.5
21229	4.0
21231	6.8
21233	5.5
21235	6.4
21237	9.5
21239	3.0
22001	7.9
22003	7.5
22005	5.3
22007	9.0
22009	7.8
22011	6.7
22013	8.0
22015	5.9
22017	7.4
22019	5.5
22021	8.4
22023	4.8
22025	9.6
22027	7.5
22029	9.2
22031	8.0
22033	5.7
22035	11.8
22037	6.2
22039	8.5
22041	9.6
22043	7.8
22045	9.7
22047	7.4
22049	6.3
22051	5.9
22053	6.7
22055	6.7
22057	6.7
22059	6.7
22061	7.5
22063	5.3
22065	9.4
22067	10.4
22069	8.1
22071	6.7
22073	6.7
22075	5.9
22077	7.2
22079	6.9
22081	6.8
22083	7.7
22085	7.3
22087	6.9
22089	6.0
22091	8.5
22093	8.1
22095	7.5
22097	8.9
22099	8.3
22101	10.1
22103	5.7
22105	7.5
22107	10.5
22109	7.3
22111	6.9
22113	7.9
22115	8.1
22117	7.9
22119	9.4
22121	6.1
22123	12.0
22125	5.5
22127	8.5
23001	3.2
23003	4.8
23005	2.6
23007	4.0
23009	3.2
23011	3.2
23013	2.7
23015	2.9
23017	4.2
23019	4.0
23021	4.8
23023	2.6
23025	4.9
23027	3.6
23029	4.6
23031	2.9
24001	6.4
24003	4.0
24005	4.7
24009	4.1
24011	4.8
24013	3.8
24015	5.3
24017	4.7
24019	6.2
24021	3.9
24023	5.2
24025	4.3
24027	3.4
24029	4.7
24031	3.4
24033	4.6
24035	3.8
24037	4.5
24039	6.5
24041	4.0
24043	5.2
24045	5.5
24047	5.8
24510	6.9
25001	3.4
25003	3.9
25005	4.7
25007	2.7
25009	3.9
25011	3.3
25013	5.3
25015	3.6
25017	3.2
25019	1.8
25021	3.4
25023	4.0
25025	3.7
25027	4.1
26001	5.8
26003	6.1
26005	3.3
26007	5.0
26009	5.0
26011	6.3
26013	6.8
26015	3.5
26017	4.7
26019	4.6
26021	4.4
26023	4.4
26025	4.4
26027	4.2
26029	3.7
26031	4.0
26033	6.0
26035	6.0
26037	3.4
26039	6.2
26041	5.5
26043	4.5
26045	3.6
26047	4.1
26049	5.0
26051	5.8
26053	5.5
26055	3.4
26057	4.5
26059	4.9
26061	5.2
26063	4.3
26065	4.0
26067	3.6
26069	5.8
26071	4.7
26073	4.2
26075	4.6
26077	3.7
26079	5.4
26081	3.2
26083	6.4
26085	6.0
26087	6.4
26089	3.5
26091	4.4
26093	4.6
26095	4.4
26097	3.1
26099	5.9
26101	4.9
26103	4.9
26105	4.2
26107	4.9
26109	5.1
26111	4.1
26113	4.8
26115	4.3
26117	4.5
26119	7.6
26121	4.8
26123	4.2
26125	4.7
26127	5.0
26129	6.3
26131	6.6
26133	4.9
26135	5.6
26137	4.9
26139	3.0
26141	6.6
26143	6.8
26145	4.6
26147	6.5
26149	3.7
26151	5.2
26153	7.0
26155	4.6
26157	5.3
26159	4.6
26161	3.5
26163	7.3
26165	5.1
27001	5.1
27003	3.8
27005	3.8
27007	4.8
27009	3.7
27011	4.0
27013	3.3
27015	3.9
27017	4.9
27019	3.4
27021	5.6
27023	4.0
27025	3.9
27027	3.2
27029	7.6
27031	3.1
27033	7.9
27035	4.3
27037	3.5
27039	3.6
27041	3.0
27043	3.9
27045	3.7
27047	3.7
27049	3.7
27051	4.1
27053	3.5
27055	3.4
27057	5.5
27059	4.2
27061	7.7
27063	4.0
27065	5.1
27067	3.5
27069	4.2
27071	7.7
27073	3.9
27075	4.3
27077	4.5
27079	3.7
27081	3.2
27083	3.4
27085	4.1
27087	5.2
27089	5.6
27091	3.9
27093	4.0
27095	4.8
27097	4.5
27099	3.0
27101	3.3
27103	2.9
27105	3.6
27107	4.6
27109	3.0
27111	3.6
27113	4.3
27115	4.8
27117	3.0
27119	4.4
27121	2.8
27123	3.8
27125	6.3
27127	4.0
27129	5.2
27131	3.6
27133	2.2
27135	4.3
27137	5.7
27139	3.2
27141	3.6
27143	3.7
27145	3.5
27147	3.8
27149	2.7
27151	4.8
27153	3.9
27155	3.0
27157	3.2
27159	5.1
27161	4.0
27163	3.4
27165	5.1
27167	3.4
27169	3.7
27171	3.5
27173	3.7
28001	8.2
28003	5.0
28005	7.1
28007	6.5
28009	6.5
28011	7.4
28013	5.2
28015	7.3
28017	6.3
28019	5.3
28021	12.3
28023	6.4
28025	7.8
28027	8.1
28029	6.4
28031	5.6
28033	4.1
28035	5.8
28037	6.8
28039	7.7
28041	8.0
28043	4.9
28045	5.9
28047	5.3
28049	5.2
28051	10.9
28053	11.2
28055	9.9
28057	4.8
28059	6.4
28061	7.8
28063	15.4
28065	9.3
28067	5.9
28069	8.2
28071	4.9
28073	4.5
28075	5.8
28077	7.4
28079	5.6
28081	4.8
28083	9.0
28085	5.8
28087	5.9
28089	4.2
28091	6.8
28093	5.7
28095	6.3
28097	6.3
28099	5.4
28101	5.9
28103	8.0
28105	5.6
28107	6.7
28109	5.9
28111	7.0
28113	6.7
28115	4.5
28117	5.3
28119	8.3
28121	3.8
28123	4.5
28125	8.0
28127	5.5
28129	5.1
28131	6.8
28133	8.4
28135	5.7
28137	5.4
28139	5.2
28141	5.1
28143	6.1
28145	4.2
28147	7.9
28149	6.4
28151	9.2
28153	7.6
28155	6.1
28157	10.1
28159	7.4
28161	6.0
28163	7.0
29001	6.7
29003	4.5
29005	5.9
29007	5.1
29009	5.3
29011	6.0
29013	6.0
29015	7.3
29017	6.2
29019	4.1
29021	4.9
29023	6.9
29025	5.6
29027	5.2
29029	5.5
29031	5.3
29033	5.9
29035	7.8
29037	5.0
29039	6.4
29041	5.1
29043	4.5
29045	8.7
29047	4.5
29049	5.0
29051	4.6
29053	5.7
29055	5.9
29057	5.6
29059	6.5
29061	4.6
29063	5.1
29065	6.6
29067	7.3
29069	9.1
29071	4.9
29073	5.0
29075	4.7
29077	4.6
29079	5.6
29081	4.7
29083	5.9
29085	6.6
29087	4.0
29089	5.4
29091	7.2
29093	8.4
29095	6.0
29097	5.2
29099	4.9
29101	6.1
29103	4.1
29105	6.2
29107	4.9
29109	5.4
29111	4.9
29113	4.8
29115	9.0
29117	4.5
29119	4.9
29121	6.0
29123	6.9
29125	6.8
29127	5.0
29129	5.0
29131	5.4
29133	7.7
29135	4.9
29137	5.5
29139	5.1
29141	6.4
29143	9.9
29145	5.5
29147	6.0
29149	7.0
29151	4.2
29153	8.8
29155	9.9
29157	4.3
29159	6.1
29161	5.6
29163	5.4
29165	4.4
29167	6.4
29169	6.8
29171	5.1
29173	4.4
29175	6.6
29177	5.5
29179	8.1
29181	8.4
29183	4.1
29185	7.3
29186	5.8
29187	6.7
29189	5.1
29195	5.8
29197	7.6
29199	4.6
29201	6.9
29203	8.0
29205	4.8
29207	7.1
29209	6.0
29211	7.4
29213	6.1
29215	7.6
29217	5.8
29219	4.6
29221	7.2
29223	6.1
29225	5.9
29227	3.6
29229	7.3
29510	6.6
30001	2.9
30003	7.7
30005	4.4
30007	4.3
30009	3.5
30011	2.4
30013	3.8
30015	3.6
30017	3.7
30019	2.3
30021	4.0
30023	4.2
30025	3.1
30027	3.3
30029	4.8
30031	2.3
30033	2.4
30035	9.0
30037	3.2
30039	5.5
30041	4.9
30043	4.5
30045	2.7
30047	4.8
30049	3.3
30051	3.1
30053	7.9
30055	2.1
30057	3.1
30059	4.2
30061	7.1
30063	3.5
30065	4.3
30067	3.3
30069	3.1
30071	4.6
30073	4.7
30075	2.5
30077	4.5
30079	3.0
30081	4.5
30083	4.9
30085	6.2
30087	6.8
30089	7.0
30091	3.2
30093	4.3
30095	3.9
30097	2.9
30099	3.5
30101	3.3
30103	4.1
30105	3.0
30107	4.9
30109	4.6
30111	3.7
31001	3.3
31003	2.5
31005	5.4
31007	4.2
31009	4.1
31011	2.8
31013	3.6
31015	2.8
31017	3.5
31019	2.8
31021	3.6
31023	3.2
31025	3.5
31027	2.8
31029	2.5
31031	2.5
31033	3.3
31035	3.0
31037	3.2
31039	3.2
31041	2.6
31043	4.5
31045	3.4
31047	3.0
31049	3.4
31051	3.4
31053	3.3
31055	3.5
31057	2.5
31059	2.8
31061	3.3
31063	2.8
31065	3.3
31067	3.5
31069	3.2
31071	2.7
31073	2.7
31075	2.6
31077	3.7
31079	3.4
31081	2.9
31083	2.9
31085	2.8
31087	4.1
31089	3.1
31091	2.7
31093	2.9
31095	2.7
31097	3.1
31099	2.4
31101	3.0
31103	2.3
31105	4.3
31107	2.8
31109	3.0
31111	3.2
31113	3.0
31115	3.7
31117	2.5
31119	3.0
31121	3.7
31123	3.5
31125	2.9
31127	4.3
31129	3.0
31131	3.6
31133	2.4
31135	2.5
31137	2.8
31139	2.5
31141	3.5
31143	2.7
31145	3.2
31147	3.3
31149	2.6
31151	3.1
31153	3.1
31155	3.2
31157	3.8
31159	3.1
31161	3.4
31163	3.3
31165	2.6
31167	2.7
31169	2.8
31171	3.2
31173	4.6
31175	2.9
31177	3.2
31179	3.4
31181	3.7
31183	2.7
31185	2.9
32001	5.8
32003	6.0
32005	5.3
32007	4.4
32009	4.7
32011	5.1
32013	5.5
32015	5.9
32017	5.3
32019	7.3
32021	8.6
32023	7.5
32027	6.0
32029	5.8
32031	4.9
32033	4.6
32510	6.0
33001	2.6
33003	2.8
33005	2.9
33007	3.5
33009	2.4
33011	3.2
33013	2.6
33015	3.1
33017	2.7
33019	2.5
34001	7.1
34003	4.7
34005	5.0
34007	6.0
34009	5.7
34011	7.9
34013	6.6
34015	5.6
34017	5.2
34019	4.1
34021	4.9
34023	4.9
34025	4.8
34027	4.2
34029	5.4
34031	6.8
34033	6.8
34035	4.4
34037	5.0
34039	5.6
34041	5.1
35001	6.2
35003	6.9
35005	6.9
35006	9.1
35007	5.6
35009	5.4
35011	5.0
35013	7.1
35015	7.2
35017	6.6
35019	6.4
35021	7.3
35023	5.4
35025	9.8
35027	6.0
35028	4.5
35029	10.0
35031	9.8
35033	8.0
35035	6.4
35037	7.0
35039	7.3
35041	6.1
35043	7.1
35045	9.4
35047	8.1
35049	5.5
35051	7.8
35053	8.0
35055	8.3
35057	9.3
35059	4.5
35061	7.6
36001	4.0
36003	4.9
36005	7.8
36007	5.0
36009	5.2
36011	4.4
36013	5.1
36015	5.2
36017	4.4
36019	5.1
36021	3.3
36023	4.6
36025	4.9
36027	4.0
36029	4.6
36031	4.1
36033	4.8
36035	5.2
36037	3.8
36039	4.5
36041	2.9
36043	4.4
36045	5.1
36047	5.9
36049	5.4
36051	4.2
36053	4.6
36055	4.6
36057	5.2
36059	3.8
36061	4.9
36063	5.2
36065	4.3
36067	4.2
36069	3.7
36071	4.2
36073	5.2
36075	5.7
36077	4.3
36079	3.9
36081	5.0
36083	4.1
36085	5.9
36087	4.1
36089	5.8
36091	3.5
36093	4.2
36095	4.7
36097	4.6
36099	3.8
36101	5.0
36103	4.3
36105	4.1
36107	4.5
36109	3.7
36111	4.3
36113	4.1
36115	3.8
36117	4.5
36119	4.2
36121	4.1
36123	3.7
37001	4.8
37003	4.5
37005	5.1
37007	5.9
37009	4.5
37011	4.8
37013	5.6
37015	6.4
37017	6.7
37019	5.7
37021	3.9
37023	5.1
37025	4.6
37027	5.3
37029	5.3
37031	4.7
37033	5.5
37035	4.9
37037	4.3
37039	5.4
37041	6.5
37043	5.1
37045	5.6
37047	6.1
37049	5.1
37051	6.3
37053	4.6
37055	4.2
37057	4.9
37059	4.6
37061	5.4
37063	4.5
37065	8.5
37067	4.9
37069	5.1
37071	5.3
37073	5.2
37075	7.1
37077	4.4
37079	5.0
37081	5.3
37083	7.8
37085	5.8
37087	4.4
37089	4.3
37091	6.5
37093	6.5
37095	6.4
37097	4.7
37099	5.1
37101	4.5
37103	5.1
37105	5.7
37107	5.4
37109	4.6
37111	4.6
37113	5.1
37115	4.9
37117	6.8
37119	4.7
37121	6.0
37123	5.2
37125	5.0
37127	6.8
37129	4.7
37131	7.3
37133	5.4
37135	4.5
37137	5.1
37139	6.2
37141	5.2
37143	6.3
37145	5.4
37147	5.7
37149	4.9
37151	4.8
37153	6.9
37155	7.3
37157	5.5
37159	5.5
37161	6.6
37163	5.6
37165	8.9
37167	4.7
37169	4.9
37171	4.8
37173	4.9
37175	4.8
37177	6.2
37179	4.4
37181	7.3
37183	4.2
37185	7.0
37187	6.9
37189	4.7
37191	5.6
37193	4.7
37195	8.1
37197	4.4
37199	5.1
38001	2.3
38003	3.2
38005	3.1
38007	2.5
38009	3.2
38011	1.8
38013	3.8
38015	2.3
38017	2.0
